timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549242440558,15,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,15,0,0
1549242440571,12,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,12,0,0
1549242440592,13,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,13,0,0
1549242440603,13,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,12,0,0
1549242440628,20,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,20,0,0
1549242440648,14,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,14,0,0
1549242440669,12,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,12,0,0
1549242440682,17,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,16,0,0
1549242440716,12,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,12,0,0
1549242440732,14,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,13,0,0
1549242440748,11,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,11,0,0
1549242440766,17,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,16,0,0
1549242440781,14,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,14,0,0
1549242440809,21,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-3,text,true,,2369,134,2,2,http://localhost:8080/task/getAllTasks,21,0,0
1549242440840,20,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,19,0,0
1549242440883,19,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,18,0,0
1549242440921,14,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,14,0,0
1549242440957,12,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,12,0,0
1549242440987,13,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,13,0,0
1549242441019,13,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,12,0,0
1549242441065,17,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,16,0,0
1549242441109,16,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,15,0,0
1549242441149,33,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,33,0,0
1549242441201,48,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,47,0,0
1549242441280,29,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,28,0,0
1549242441330,52,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,52,0,0
1549242441413,19,Task Get Request - HTTP Request,200,,ProjectManager - Rest Services - Load Testing 1-4,text,true,,2369,134,1,1,http://localhost:8080/task/getAllTasks,19,0,0
